year,period,periodName,value,seriesId
2017,M01,January,0.125,APUS37B72610
2016,M12,December,0.115,APUS37B72610
2016,M11,November,0.110,APUS37B72610
2016,M10,October,0.112,APUS37B72610
2016,M09,September,0.115,APUS37B72610
2016,M08,August,0.106,APUS37B72610
2016,M07,July,0.110,APUS37B72610
2016,M06,June,0.097,APUS37B72610
2016,M05,May,0.097,APUS37B72610
2016,M04,April,0.095,APUS37B72610
2016,M03,March,0.093,APUS37B72610
2016,M02,February,0.103,APUS37B72610
2016,M01,January,0.105,APUS37B72610
2015,M12,December,0.102,APUS37B72610
2015,M11,November,0.100,APUS37B72610
2015,M10,October,0.106,APUS37B72610
2015,M09,September,0.107,APUS37B72610
2015,M08,August,0.108,APUS37B72610
2015,M07,July,0.107,APUS37B72610
2015,M06,June,0.107,APUS37B72610
2015,M05,May,0.105,APUS37B72610
2015,M04,April,0.106,APUS37B72610
2015,M03,March,0.110,APUS37B72610
2015,M02,February,0.111,APUS37B72610
2015,M01,January,0.116,APUS37B72610
2014,M12,December,0.133,APUS37B72610
2014,M11,November,0.125,APUS37B72610
2014,M10,October,0.127,APUS37B72610
2014,M09,September,0.129,APUS37B72610
2014,M08,August,0.125,APUS37B72610
2014,M07,July,0.134,APUS37B72610
2014,M06,June,0.137,APUS37B72610
2014,M05,May,0.139,APUS37B72610
2014,M04,April,0.136,APUS37B72610
2014,M03,March,0.140,APUS37B72610
2014,M02,February,0.147,APUS37B72610
2014,M01,January,0.131,APUS37B72610
2013,M12,December,0.121,APUS37B72610
2013,M11,November,0.113,APUS37B72610
2013,M10,October,0.116,APUS37B72610
2013,M09,September,0.116,APUS37B72610
2013,M08,August,0.123,APUS37B72610
2013,M07,July,0.127,APUS37B72610
2013,M06,June,0.127,APUS37B72610
2013,M05,May,0.127,APUS37B72610
2013,M04,April,0.119,APUS37B72610
2013,M03,March,0.112,APUS37B72610
2013,M02,February,0.110,APUS37B72610
2013,M01,January,0.111,APUS37B72610
2012,M12,December,0.116,APUS37B72610
2012,M11,November,0.114,APUS37B72610
2012,M10,October,0.112,APUS37B72610
2012,M09,September,0.108,APUS37B72610
2012,M08,August,0.117,APUS37B72610
2012,M07,July,0.114,APUS37B72610
2012,M05,May,0.155,APUS37B72610
2012,M04,April,0.155,APUS37B72610
2012,M03,March,0.155,APUS37B72610
2012,M02,February,0.157,APUS37B72610
2012,M01,January,0.154,APUS37B72610
2011,M12,December,0.154,APUS37B72610
2011,M11,November,0.154,APUS37B72610
2011,M10,October,0.150,APUS37B72610
2011,M09,September,0.150,APUS37B72610
2011,M08,August,0.150,APUS37B72610
2011,M07,July,0.150,APUS37B72610
2011,M06,June,0.150,APUS37B72610
2011,M05,May,0.150,APUS37B72610
2011,M04,April,0.149,APUS37B72610
2011,M03,March,0.149,APUS37B72610
2011,M02,February,0.149,APUS37B72610
2011,M01,January,0.149,APUS37B72610
2010,M12,December,0.150,APUS37B72610
2010,M11,November,0.149,APUS37B72610
2010,M10,October,0.150,APUS37B72610
2010,M09,September,0.150,APUS37B72610
2010,M08,August,0.150,APUS37B72610
2010,M07,July,0.150,APUS37B72610
2010,M06,June,0.149,APUS37B72610
2010,M05,May,0.149,APUS37B72610
2010,M04,April,0.150,APUS37B72610
2010,M03,March,0.149,APUS37B72610
2010,M02,February,0.148,APUS37B72610
2010,M01,January,0.148,APUS37B72610
2009,M12,December,0.148,APUS37B72610
2009,M11,November,0.148,APUS37B72610
2009,M10,October,0.147,APUS37B72610
2009,M09,September,0.147,APUS37B72610
2009,M08,August,0.147,APUS37B72610
2009,M07,July,0.148,APUS37B72610
2009,M06,June,0.167,APUS37B72610
2009,M05,May,0.165,APUS37B72610
2009,M04,April,0.165,APUS37B72610
2009,M03,March,0.165,APUS37B72610
2009,M02,February,0.166,APUS37B72610
2009,M01,January,0.164,APUS37B72610
2008,M12,December,0.164,APUS37B72610
2008,M11,November,0.164,APUS37B72610
2008,M10,October,0.161,APUS37B72610
2008,M09,September,0.161,APUS37B72610
2008,M08,August,0.161,APUS37B72610
2008,M07,July,0.161,APUS37B72610
2008,M06,June,0.161,APUS37B72610
2008,M05,May,0.136,APUS37B72610
2008,M04,April,0.135,APUS37B72610
2008,M03,March,0.133,APUS37B72610
2008,M02,February,0.133,APUS37B72610
2008,M01,January,0.134,APUS37B72610
2007,M12,December,0.134,APUS37B72610
2007,M11,November,0.134,APUS37B72610
2007,M10,October,0.149,APUS37B72610
2007,M09,September,0.149,APUS37B72610
2007,M08,August,0.147,APUS37B72610
2007,M07,July,0.147,APUS37B72610
2007,M06,June,0.148,APUS37B72610
2007,M05,May,0.149,APUS37B72610
2007,M04,April,0.149,APUS37B72610
2007,M03,March,0.149,APUS37B72610
2007,M02,February,0.149,APUS37B72610
2007,M01,January,0.149,APUS37B72610
2006,M12,December,0.149,APUS37B72610
2006,M11,November,0.149,APUS37B72610
2006,M10,October,0.165,APUS37B72610
2006,M09,September,0.165,APUS37B72610
2006,M08,August,0.165,APUS37B72610
2006,M07,July,0.165,APUS37B72610
2006,M06,June,0.165,APUS37B72610
2006,M05,May,0.165,APUS37B72610
2006,M04,April,0.149,APUS37B72610
2006,M03,March,0.145,APUS37B72610
2006,M02,February,0.145,APUS37B72610
2006,M01,January,0.145,APUS37B72610
2005,M12,December,0.134,APUS37B72610
2005,M11,November,0.149,APUS37B72610
2005,M10,October,0.131,APUS37B72610
2005,M09,September,0.131,APUS37B72610
2005,M08,August,0.130,APUS37B72610
2005,M07,July,0.130,APUS37B72610
2005,M06,June,0.130,APUS37B72610
2005,M05,May,0.130,APUS37B72610
2005,M04,April,0.109,APUS37B72610
2005,M03,March,0.109,APUS37B72610
2005,M02,February,0.109,APUS37B72610
2005,M01,January,0.109,APUS37B72610
2004,M12,December,0.098,APUS37B72610
2004,M11,November,0.098,APUS37B72610
2004,M10,October,0.114,APUS37B72610
2004,M09,September,0.114,APUS37B72610
2004,M08,August,0.114,APUS37B72610
2004,M07,July,0.113,APUS37B72610
2004,M06,June,0.113,APUS37B72610
2004,M05,May,0.113,APUS37B72610
2004,M04,April,0.098,APUS37B72610
2004,M03,March,0.098,APUS37B72610
2004,M02,February,0.098,APUS37B72610
2004,M01,January,0.098,APUS37B72610
2023,M05,May,0.161,APUS48A72610
2023,M04,April,0.141,APUS48A72610
2023,M03,March,0.141,APUS48A72610
2023,M02,February,0.137,APUS48A72610
2023,M01,January,0.136,APUS48A72610
2022,M12,December,0.137,APUS48A72610
2022,M11,November,0.137,APUS48A72610
2022,M10,October,0.153,APUS48A72610
2022,M09,September,0.153,APUS48A72610
2022,M08,August,0.156,APUS48A72610
2022,M07,July,0.157,APUS48A72610
2022,M06,June,0.161,APUS48A72610
2022,M05,May,0.160,APUS48A72610
2022,M04,April,0.141,APUS48A72610
2022,M03,March,0.141,APUS48A72610
2022,M02,February,0.140,APUS48A72610
2022,M01,January,0.138,APUS48A72610
2021,M12,December,0.138,APUS48A72610
2021,M11,November,0.130,APUS48A72610
2021,M10,October,0.149,APUS48A72610
2021,M09,September,0.148,APUS48A72610
2021,M08,August,0.153,APUS48A72610
2021,M07,July,0.154,APUS48A72610
2021,M06,June,0.148,APUS48A72610
2021,M05,May,0.148,APUS48A72610
2021,M04,April,0.126,APUS48A72610
2021,M03,March,0.125,APUS48A72610
2021,M02,February,0.124,APUS48A72610
2021,M01,January,0.124,APUS48A72610
2020,M12,December,0.123,APUS48A72610
2020,M11,November,0.124,APUS48A72610
2020,M10,October,0.147,APUS48A72610
2020,M09,September,0.147,APUS48A72610
2020,M08,August,0.151,APUS48A72610
2020,M07,July,0.151,APUS48A72610
2020,M06,June,0.140,APUS48A72610
2020,M05,May,0.146,APUS48A72610
2020,M04,April,0.122,APUS48A72610
2020,M03,March,0.122,APUS48A72610
2020,M02,February,0.122,APUS48A72610
2020,M01,January,0.123,APUS48A72610
2019,M12,December,0.115,APUS48A72610
2019,M11,November,0.124,APUS48A72610
2019,M10,October,0.147,APUS48A72610
2019,M09,September,0.147,APUS48A72610
2019,M08,August,0.151,APUS48A72610
2019,M07,July,0.152,APUS48A72610
2019,M06,June,0.147,APUS48A72610
2019,M05,May,0.147,APUS48A72610
2019,M04,April,0.126,APUS48A72610
2019,M03,March,0.127,APUS48A72610
2019,M02,February,0.127,APUS48A72610
2019,M01,January,0.128,APUS48A72610
2018,M12,December,0.128,APUS48A72610
2018,M11,November,0.128,APUS48A72610
2018,M10,October,0.148,APUS48A72610
2018,M09,September,0.149,APUS48A72610
2018,M08,August,0.153,APUS48A72610
2018,M07,July,0.153,APUS48A72610
2018,M06,June,0.149,APUS48A72610
2018,M05,May,0.150,APUS48A72610
2018,M04,April,0.130,APUS48A72610
2018,M03,March,0.130,APUS48A72610
2018,M02,February,0.132,APUS48A72610
2018,M01,January,0.131,APUS48A72610
2023,M05,May,0.193,APUS12B72610
2023,M04,April,0.192,APUS12B72610
2023,M03,March,0.193,APUS12B72610
2023,M02,February,0.197,APUS12B72610
2023,M01,January,0.197,APUS12B72610
2022,M12,December,0.193,APUS12B72610
2022,M11,November,0.183,APUS12B72610
2022,M10,October,0.184,APUS12B72610
2022,M09,September,0.188,APUS12B72610
2022,M08,August,0.184,APUS12B72610
2022,M07,July,0.185,APUS12B72610
2022,M06,June,0.185,APUS12B72610
2022,M05,May,0.175,APUS12B72610
2022,M04,April,0.173,APUS12B72610
2022,M03,March,0.172,APUS12B72610
2022,M02,February,0.170,APUS12B72610
2022,M01,January,0.172,APUS12B72610
2021,M12,December,0.163,APUS12B72610
2021,M11,November,0.159,APUS12B72610
2021,M10,October,0.155,APUS12B72610
2021,M09,September,0.156,APUS12B72610
2021,M08,August,0.156,APUS12B72610
2021,M07,July,0.156,APUS12B72610
2021,M06,June,0.155,APUS12B72610
2021,M05,May,0.152,APUS12B72610
2021,M04,April,0.153,APUS12B72610
2021,M03,March,0.152,APUS12B72610
2021,M02,February,0.153,APUS12B72610
2021,M01,January,0.154,APUS12B72610
2020,M12,December,0.153,APUS12B72610
2020,M11,November,0.150,APUS12B72610
2020,M10,October,0.151,APUS12B72610
2020,M09,September,0.153,APUS12B72610
2020,M08,August,0.154,APUS12B72610
2020,M07,July,0.155,APUS12B72610
2020,M06,June,0.154,APUS12B72610
2020,M05,May,0.151,APUS12B72610
2020,M04,April,0.152,APUS12B72610
2020,M03,March,0.153,APUS12B72610
2020,M02,February,0.154,APUS12B72610
2020,M01,January,0.153,APUS12B72610
2019,M12,December,0.153,APUS12B72610
2019,M11,November,0.152,APUS12B72610
2019,M10,October,0.152,APUS12B72610
2019,M09,September,0.154,APUS12B72610
2019,M08,August,0.155,APUS12B72610
2019,M07,July,0.156,APUS12B72610
2019,M06,June,0.156,APUS12B72610
2019,M05,May,0.156,APUS12B72610
2019,M04,April,0.155,APUS12B72610
2019,M03,March,0.155,APUS12B72610
2019,M02,February,0.155,APUS12B72610
2019,M01,January,0.118,APUS12B72610
2018,M12,December,0.150,APUS12B72610
2018,M11,November,0.151,APUS12B72610
2018,M10,October,0.149,APUS12B72610
2018,M09,September,0.152,APUS12B72610
2018,M08,August,0.154,APUS12B72610
2018,M07,July,0.155,APUS12B72610
2018,M06,June,0.155,APUS12B72610
2018,M05,May,0.153,APUS12B72610
2018,M04,April,0.145,APUS12B72610
2018,M03,March,0.145,APUS12B72610
2018,M02,February,0.148,APUS12B72610
2018,M01,January,0.147,APUS12B72610
2017,M12,December,0.150,APUS12B72610
2017,M11,November,0.148,APUS12B72610
2017,M10,October,0.145,APUS12B72610
2017,M09,September,0.152,APUS12B72610
2017,M08,August,0.152,APUS12B72610
2017,M07,July,0.153,APUS12B72610
2017,M06,June,0.153,APUS12B72610
2017,M05,May,0.152,APUS12B72610
2017,M04,April,0.151,APUS12B72610
2017,M03,March,0.150,APUS12B72610
2017,M02,February,0.151,APUS12B72610
2017,M01,January,0.152,APUS12B72610
2016,M12,December,0.151,APUS12B72610
2016,M11,November,0.152,APUS12B72610
2016,M10,October,0.153,APUS12B72610
2016,M09,September,0.158,APUS12B72610
2016,M08,August,0.157,APUS12B72610
2016,M07,July,0.158,APUS12B72610
2016,M06,June,0.157,APUS12B72610
2016,M05,May,0.155,APUS12B72610
2016,M04,April,0.156,APUS12B72610
2016,M03,March,0.157,APUS12B72610
2016,M02,February,0.159,APUS12B72610
2016,M01,January,0.160,APUS12B72610
2015,M12,December,0.155,APUS12B72610
2015,M11,November,0.155,APUS12B72610
2015,M10,October,0.155,APUS12B72610
2015,M09,September,0.158,APUS12B72610
2015,M08,August,0.159,APUS12B72610
2015,M07,July,0.159,APUS12B72610
2015,M06,June,0.160,APUS12B72610
2015,M05,May,0.156,APUS12B72610
2015,M04,April,0.157,APUS12B72610
2015,M03,March,0.156,APUS12B72610
2015,M02,February,0.160,APUS12B72610
2015,M01,January,0.159,APUS12B72610
2014,M12,December,0.159,APUS12B72610
2014,M11,November,0.154,APUS12B72610
2014,M10,October,0.154,APUS12B72610
2014,M09,September,0.156,APUS12B72610
2014,M08,August,0.158,APUS12B72610
2014,M07,July,0.159,APUS12B72610
2014,M06,June,0.157,APUS12B72610
2014,M05,May,0.156,APUS12B72610
2014,M04,April,0.156,APUS12B72610
2014,M03,March,0.157,APUS12B72610
2014,M02,February,0.162,APUS12B72610
2014,M01,January,0.162,APUS12B72610
2013,M12,December,0.164,APUS12B72610
2013,M11,November,0.162,APUS12B72610
2013,M10,October,0.161,APUS12B72610
2013,M09,September,0.164,APUS12B72610
2013,M08,August,0.159,APUS12B72610
2013,M07,July,0.159,APUS12B72610
2013,M06,June,0.159,APUS12B72610
2013,M05,May,0.163,APUS12B72610
2013,M04,April,0.163,APUS12B72610
2013,M03,March,0.157,APUS12B72610
2013,M02,February,0.157,APUS12B72610
2013,M01,January,0.156,APUS12B72610
2012,M12,December,0.165,APUS12B72610
2012,M11,November,0.165,APUS12B72610
2012,M10,October,0.166,APUS12B72610
2012,M09,September,0.159,APUS12B72610
2012,M08,August,0.159,APUS12B72610
2012,M07,July,0.159,APUS12B72610
2012,M06,June,0.167,APUS12B72610
2012,M05,May,0.164,APUS12B72610
2012,M04,April,0.163,APUS12B72610
2012,M03,March,0.162,APUS12B72610
2012,M02,February,0.164,APUS12B72610
2012,M01,January,0.163,APUS12B72610
2011,M12,December,0.169,APUS12B72610
2011,M11,November,0.169,APUS12B72610
2011,M10,October,0.169,APUS12B72610
2011,M09,September,0.172,APUS12B72610
2011,M08,August,0.173,APUS12B72610
2011,M07,July,0.172,APUS12B72610
2011,M06,June,0.167,APUS12B72610
2011,M05,May,0.163,APUS12B72610
2011,M04,April,0.163,APUS12B72610
2011,M03,March,0.164,APUS12B72610
2011,M02,February,0.165,APUS12B72610
2011,M01,January,0.163,APUS12B72610
2010,M12,December,0.160,APUS12B72610
2010,M11,November,0.160,APUS12B72610
2010,M10,October,0.161,APUS12B72610
2010,M09,September,0.174,APUS12B72610
2010,M08,August,0.173,APUS12B72610
2010,M07,July,0.173,APUS12B72610
2010,M06,June,0.173,APUS12B72610
2010,M05,May,0.162,APUS12B72610
2010,M04,April,0.162,APUS12B72610
2010,M03,March,0.163,APUS12B72610
2010,M02,February,0.163,APUS12B72610
2010,M01,January,0.163,APUS12B72610
2009,M12,December,0.160,APUS12B72610
2009,M11,November,0.159,APUS12B72610
2009,M10,October,0.159,APUS12B72610
2009,M09,September,0.171,APUS12B72610
2009,M08,August,0.171,APUS12B72610
2009,M07,July,0.171,APUS12B72610
2009,M06,June,0.171,APUS12B72610
2009,M05,May,0.159,APUS12B72610
2009,M04,April,0.158,APUS12B72610
2009,M03,March,0.159,APUS12B72610
2009,M02,February,0.160,APUS12B72610
2009,M01,January,0.158,APUS12B72610
2008,M12,December,0.157,APUS12B72610
2008,M11,November,0.157,APUS12B72610
2008,M10,October,0.158,APUS12B72610
2008,M09,September,0.170,APUS12B72610
2008,M08,August,0.172,APUS12B72610
2008,M07,July,0.171,APUS12B72610
2008,M06,June,0.170,APUS12B72610
2008,M05,May,0.152,APUS12B72610
2008,M04,April,0.151,APUS12B72610
2008,M03,March,0.152,APUS12B72610
2008,M02,February,0.152,APUS12B72610
2008,M01,January,0.151,APUS12B72610
2007,M12,December,0.151,APUS12B72610
2007,M11,November,0.151,APUS12B72610
2007,M10,October,0.151,APUS12B72610
2007,M09,September,0.165,APUS12B72610
2007,M08,August,0.166,APUS12B72610
2007,M07,July,0.165,APUS12B72610
2007,M06,June,0.165,APUS12B72610
2007,M05,May,0.147,APUS12B72610
2007,M04,April,0.147,APUS12B72610
2007,M03,March,0.147,APUS12B72610
2007,M02,February,0.147,APUS12B72610
2007,M01,January,0.147,APUS12B72610
2006,M12,December,0.143,APUS12B72610
2006,M11,November,0.143,APUS12B72610
2006,M10,October,0.143,APUS12B72610
2006,M09,September,0.155,APUS12B72610
2006,M08,August,0.156,APUS12B72610
2006,M07,July,0.155,APUS12B72610
2006,M06,June,0.155,APUS12B72610
2006,M05,May,0.135,APUS12B72610
2006,M04,April,0.132,APUS12B72610
2006,M03,March,0.132,APUS12B72610
2006,M02,February,0.133,APUS12B72610
2006,M01,January,0.131,APUS12B72610
2005,M12,December,0.124,APUS12B72610
2005,M11,November,0.123,APUS12B72610
2005,M10,October,0.124,APUS12B72610
2005,M09,September,0.137,APUS12B72610
2005,M08,August,0.137,APUS12B72610
2005,M07,July,0.136,APUS12B72610
2005,M06,June,0.136,APUS12B72610
2005,M05,May,0.122,APUS12B72610
2005,M04,April,0.121,APUS12B72610
2005,M03,March,0.122,APUS12B72610
2005,M02,February,0.122,APUS12B72610
2005,M01,January,0.121,APUS12B72610
2004,M12,December,0.119,APUS12B72610
2004,M11,November,0.119,APUS12B72610
2004,M10,October,0.121,APUS12B72610
2004,M09,September,0.135,APUS12B72610
2004,M08,August,0.135,APUS12B72610
2004,M07,July,0.135,APUS12B72610
2004,M06,June,0.133,APUS12B72610
2004,M05,May,0.122,APUS12B72610
2004,M04,April,0.122,APUS12B72610
2004,M03,March,0.122,APUS12B72610
2004,M02,February,0.121,APUS12B72610
2004,M01,January,0.121,APUS12B72610
2023,M05,May,0.477,APUS49E72610
2023,M04,April,0.477,APUS49E72610
2023,M03,March,0.475,APUS49E72610
2023,M02,February,0.475,APUS49E72610
2023,M01,January,0.475,APUS49E72610
2022,M12,December,0.410,APUS49E72610
2022,M11,November,0.410,APUS49E72610
2022,M10,October,0.409,APUS49E72610
2022,M09,September,0.409,APUS49E72610
2022,M08,August,0.409,APUS49E72610
2022,M07,July,0.409,APUS49E72610
2022,M06,June,0.409,APUS49E72610
2022,M05,May,0.409,APUS49E72610
2022,M04,April,0.409,APUS49E72610
2022,M03,March,0.419,APUS49E72610
2022,M02,February,0.419,APUS49E72610
2022,M01,January,0.419,APUS49E72610
2021,M12,December,0.365,APUS49E72610
2021,M11,November,0.365,APUS49E72610
2021,M10,October,0.350,APUS49E72610
2021,M09,September,0.350,APUS49E72610
2021,M08,August,0.350,APUS49E72610
2021,M07,July,0.350,APUS49E72610
2021,M06,June,0.350,APUS49E72610
2021,M05,May,0.346,APUS49E72610
2021,M04,April,0.346,APUS49E72610
2021,M03,March,0.347,APUS49E72610
2021,M02,February,0.337,APUS49E72610
2021,M01,January,0.292,APUS49E72610
2020,M12,December,0.292,APUS49E72610
2020,M11,November,0.292,APUS49E72610
2020,M10,October,0.292,APUS49E72610
2020,M09,September,0.291,APUS49E72610
2020,M08,August,0.291,APUS49E72610
2020,M07,July,0.291,APUS49E72610
2020,M06,June,0.291,APUS49E72610
2020,M05,May,0.279,APUS49E72610
2020,M04,April,0.279,APUS49E72610
2020,M03,March,0.292,APUS49E72610
2020,M02,February,0.292,APUS49E72610
2020,M01,January,0.280,APUS49E72610
2019,M12,December,0.287,APUS49E72610
2019,M11,November,0.287,APUS49E72610
2019,M10,October,0.313,APUS49E72610
2019,M09,September,0.313,APUS49E72610
2019,M08,August,0.313,APUS49E72610
2019,M07,July,0.313,APUS49E72610
2019,M06,June,0.313,APUS49E72610
2019,M05,May,0.276,APUS49E72610
2019,M04,April,0.278,APUS49E72610
2019,M03,March,0.278,APUS49E72610
2019,M02,February,0.265,APUS49E72610
2019,M01,January,0.265,APUS49E72610
2018,M12,December,0.270,APUS49E72610
2018,M11,November,0.270,APUS49E72610
2018,M10,October,0.292,APUS49E72610
2018,M09,September,0.321,APUS49E72610
2018,M08,August,0.321,APUS49E72610
2018,M07,July,0.321,APUS49E72610
2018,M06,June,0.321,APUS49E72610
2018,M05,May,0.273,APUS49E72610
2018,M04,April,0.273,APUS49E72610
2018,M03,March,0.274,APUS49E72610
2018,M02,February,0.274,APUS49E72610
2018,M01,January,0.274,APUS49E72610
2023,M05,May,0.160,APUS37A72610
2023,M04,April,0.159,APUS37A72610
2023,M03,March,0.160,APUS37A72610
2023,M02,February,0.178,APUS37A72610
2023,M01,January,0.178,APUS37A72610
2022,M12,December,0.183,APUS37A72610
2022,M11,November,0.183,APUS37A72610
2022,M10,October,0.199,APUS37A72610
2022,M09,September,0.199,APUS37A72610
2022,M08,August,0.196,APUS37A72610
2022,M07,July,0.196,APUS37A72610
2022,M06,June,0.174,APUS37A72610
2022,M05,May,0.164,APUS37A72610
2022,M04,April,0.162,APUS37A72610
2022,M03,March,0.162,APUS37A72610
2022,M02,February,0.162,APUS37A72610
2022,M01,January,0.161,APUS37A72610
2021,M12,December,0.154,APUS37A72610
2021,M11,November,0.153,APUS37A72610
2021,M10,October,0.153,APUS37A72610
2021,M09,September,0.152,APUS37A72610
2021,M08,August,0.144,APUS37A72610
2021,M07,July,0.133,APUS37A72610
2021,M06,June,0.129,APUS37A72610
2021,M05,May,0.128,APUS37A72610
2021,M04,April,0.127,APUS37A72610
2021,M03,March,0.128,APUS37A72610
2021,M02,February,0.131,APUS37A72610
2021,M01,January,0.131,APUS37A72610
2020,M12,December,0.130,APUS37A72610
2020,M11,November,0.130,APUS37A72610
2020,M10,October,0.132,APUS37A72610
2020,M09,September,0.132,APUS37A72610
2020,M08,August,0.133,APUS37A72610
2020,M07,July,0.135,APUS37A72610
2020,M06,June,0.136,APUS37A72610
2020,M05,May,0.136,APUS37A72610
2020,M04,April,0.134,APUS37A72610
2020,M03,March,0.134,APUS37A72610
2020,M02,February,0.137,APUS37A72610
2020,M01,January,0.141,APUS37A72610
2019,M12,December,0.142,APUS37A72610
2019,M11,November,0.142,APUS37A72610
2019,M10,October,0.143,APUS37A72610
2019,M09,September,0.143,APUS37A72610
2019,M08,August,0.142,APUS37A72610
2019,M07,July,0.142,APUS37A72610
2019,M06,June,0.142,APUS37A72610
2019,M05,May,0.142,APUS37A72610
2019,M04,April,0.142,APUS37A72610
2019,M03,March,0.142,APUS37A72610
2019,M02,February,0.141,APUS37A72610
2019,M01,January,0.141,APUS37A72610
